韻	字	簡化字	推導音	校正音	註
a	阸		ya4		
a	䒓		qa3		
a	亞	亚	ya4		
a	侘		cha4		
a	卦		gua4		
a	咋		zha4		
a	坬		gua4		
a	怕		pa4		
a	杷		ba4		
a	杹		hua4		
a	枒		ya4		
a	爸		ba4		
a	衩		cha4		
a	㡁		kua3		
a	㰤		qa4		
a	叚		ja3		
a	咤		zha4		
a	哆		zha4		
a	奓		zha4		
a	姹		cha3		
a	挂		gua4		
a	架		ja4		
a	柺	拐	gua3		
a	砑		ya4		
a	耍		shua3		
a	㿿		ya3		
a	䟕		cha4		
a	俹		ya4		
a	剮	剐	gua3		
a	垻		ba4		
a	夏		xa4		
a	崋		hua4		
a	疴		qa4		
a	痄		zha3		
a	窊		wa4		
a	笆		ba4		
a	耙		ba4		
a	胯		kua4		
a	華	华	hua4		
a	馬	马	ma3		
a	㢊		ya3		
a	㾏		ja4		
a	䅊		zha4		
a	䋈		na3		
a	䢝		ya4		
a	假		ja3		
a	假		ja4		
a	唬		xa4		
a	啞	哑	ya3		
a	啞	哑	ya4		
a	婭	娅	ya4		
a	掛	挂	gua4		
a	笮		zha4		
a	罣		gua4		
a	罣		hua4		
a	蚱		zha4		
a	訝	讶	ya4		
a	跁		ba4		
a	㓃		zha4		
a	㰳		ya4		
a	䂳		chua3		
a	䏧		na4		
a	䒲		zha4		
a	䖳		zha4		
a	䧞		ma4		
a	傌		ma4		
a	婽		ja3		
a	斝		ja3		
a	溠		zha4		
a	畫	画	hua4		
a	絓		hua4		
a	絮		na4		
a	葰		shua3		
a	詐	诈	zha4		
a	跒		qa3		
a	隘		ya4		
a	雅		ya3		
a	䄍		zha4		
a	䇑		ba4		
a	傻		shua3		
a	傻		shua4		
a	嗄		sha4		
a	嫁		ja4		
a	幏		ja4		
a	廈	厦	xa4		
a	暇		xa4		
a	椵		ja3		
a	槎		sha4		
a	煆		xa4		
a	瘂		ya3		
a	睚		ya4		
a	矮		ya3		
a	稏		ya4		
a	稞		hua4		
a	褂		gua4		
a	觟		hua4		
a	解		ja3		
a	解		ja4		
a	解		xa4		
a	詫	诧	cha4		
a	詿	诖	gua4		
a	詿	诖	hua4		
a	跨		kua3		
a	跨		kua4		
a	閜		xa3		
a	靶		ba4		
a	賈	贾	ja3		
a	賈	贾	ja4		
a	㙤		xa4		
a	嘏		ja3		
a	夥	伙	hua4		
a	寡		gua3		
a	摦		hua4		
a	榎		ja3		
a	榨		zha4		
a	榪	杩	ma4		
a	樺	桦	hua4		
a	瑪	玛	ma3		
a	瘕		ja3		
a	瘕		ja4		
a	禡		ma4		
a	蜡		zha4		
a	誜		shua4		
a	銙		kua3		
a	㾺		ma4		
a	䅬		ya4		
a	䈑		gua3		
a	䋾		zha3		
a	䐒		zha4		
a	䴹		hua4		
a	價	价	ja4		
a	澅		hua4		
a	碼	码	ma3		
a	稼		ja4		
a	罵	骂	ma3		
a	罵	骂	ma4		
a	觰		zha3		
a	諣		hua4		
a	踝		hua4		
a	躷		ya3		
a	輠		hua4		
a	駕	驾	ja4		
a	骻		kua3		
a	㗿		xa3		
a	㗿		xa4		
a	㿄		ya4		
a	嶰		xa4		
a	廨		ja4		
a	懈		ja4		
a	澥		xa4		
a	獬		xa4		
a	膪		zha4		
a	薢		ja3		
a	薢		ja4		
a	螞	蚂	ma3		
a	邂		xa4		
a	駡		ma3		
a	駡		ma4		
a	鮓		zha3		
a	䠚		wa4		
a	䣕		ma3		
a	䣕		ma4		
a	嚇	吓	xa4		
a	檞		ja3		
a	檟		ja3		
a	檴		hua4		
a	罅		xa4		
a	謑		xa4		
a	賹		ja4		
a	賹		ya4		
a	髁		kua3		
a	黊		hua4		
a	繣		hua4		
a	藞		la3		
a	謯		zha3		
a	髂		qa4		
a	䊬		chua3		
a	繲		ja4		
a	蟹		xa4		
a	覇		ba4		
a	齖		ya4		
a	蘳		hua4		
a	鬕		ma4		
a	孈		hua4		
a	霸		ba4		
a	鰢		ma3		
a	鳠		hua4		
a	鷌		ma3		
a	灑	洒	sha3		
a	攨		wa4		
a	齰		zha4		
a	䲒		xa4		
a	壩	坝	ba4		
a	灞		ba4		
a	纗		hua4		
a	欛		ba4		
a	𠁥		gua3		
a	𠊰		gua3		
a	𠳌		qa4		
a	𡐠		gua3		
a	𡐠		gua4		
a	𡕒		kua3		
a	𡕒		kua4		
a	𡢖		qa3		
a	𡢖		qa4		
a	𡱏		hua4		
a	𢄳		kua3		
a	𢉤		ja4		
a	𢕮		zha4		
a	𢦚		hua4		
a	𢱈		ja4		
a	𣇩		ya4		
a	𣑍		gua3		
a	𤝡		ba4		
a	𤺘		ya3		
a	𥘓		cha4		
a	𥝧		ba4		
a	𥦛		gua3		
a	𥧓		ma3		
a	𥰭		zha3		
a	𦔯		sha4		
a	𦖍		hua4		
a	𦙺		ja4		
a	𦜖		ya4		
a	𦞉		qa3		
a	𦫙		ba4		
a	𧧻		zha4		
a	𧩶		qa4		
a	𧪨		ma4		
a	𧫒		xa4		
a	𧫗		cha4		
a	𧫝		shua3		
a	𧬮		cha4		
a	𧬮		gua4		
a	𨀩		gua3		
a	𨛖		qa4		
a	𨢧		zha4		
a	𨶃		zha4		
a	𨼬		xa4		
a	𩩱		qa4		
a	𩲏		hua4		
a	𩵏		hua4		
a	𩸄		hua4		
a	𩹏		ba4		
韻	字	簡化字	推導音	校正音	罕用標記	註
au	刀		dau1		
au	刁		diau1		
au	勹		bau1		
au	幺		yau1		
au	夭		yau1		
au	包		bau1		
au	叨		tau1		
au	叼		diau1		
au	夲		tau1		
au	尻		kau1		
au	忉		dau1		
au	艽		jau1		
au	芁		jau1		
au	交		jau1		
au	吆		yau1		
au	朷		dau1		
au	灱		xau1		
au	犳		yau1		
au	㕭		yau1		
au	妖		yau1		
au	宎		yau1		
au	抄		chau1		
au	抓		zhau1		
au	抛		pau1		
au	杓		biau1		
au	杓		piau1		
au	㤍		qau1		
au	㤒		gau1		
au	㲏		pau1		
au	䒒		diau1		
au	佻		tiau1		
au	佼		jau1		
au	呺		xau1		
au	咎		gau1		
au	坳		yau1		
au	弢		tau1		
au	弨		chau1		
au	怊		chau1		
au	怮		yau1		
au	拋	抛	pau1		
au	招		zhau1		
au	枖		yau1		
au	泡		pau1		
au	祅	祆	yau1		
au	舠		dau1		
au	苞		bau1		
au	郊		jau1		
au	䢒		jau1		
au	咬		jau1		
au	咬		yau1		
au	庣		tiau1		
au	恌		tiau1		
au	挑		tau1		
au	挑		tiau1		
au	昭		zhau1		
au	枵		xau1		
au	枹		bau1		
au	欩		chau1		
au	洮		tau1		
au	盄		zhau1		
au	胞		bau1		
au	胞		pau1		
au	茠		hau1		
au	茭		jau1		
au	茮		ziau1		
au	要		yau1		
au	訄		kau1		
au	㹲		xau1		
au	䂏		diau1		
au	倃		gau1		
au	凋		diau1		
au	哨		siau1		
au	哮		xau1		
au	娋		shau1		
au	宵		siau1		
au	庨		xau1		
au	弰		shau1		
au	捎		shau1		
au	捎		siau1		
au	消		siau1		
au	涍		xau1		
au	皋		gau1		
au	眑		yau1		
au	祧		tiau1		
au	窅		yau1		
au	羔		gau1		
au	脁		tiau1		
au	莦		shau1		
au	莦		siau1		
au	虓		xau1		
au	逍		siau1		
au	釗	钊	zhau1		
au	釗	钊	jau1		
au	高		gau1		
au	髟		biau1		
au	㲖		siau1		
au	䂭		qau1		
au	䍖		pau1		
au	䎄		xau1		
au	䫸		chau1		
au	啁		zhau1		
au	奝		diau1		
au	奞		siau1		
au	弴		diau1		
au	彪		biau1		
au	彫	雕	diau1		
au	掏		tau1		
au	教		jau1		
au	梎		yau1		
au	梟	枭	jau1		
au	梢		shau1		
au	焇		siau1		
au	猇		xau1		
au	脬		pau1		
au	蛁		diau1		
au	訞		yau1		
au	訬		chau1		
au	郻		qau1		
au	髙		gau1		
au	㡑		ciau1		
au	䍊		jau1		
au	喓		yau1		
au	喬	乔	jau1		
au	慅		sau1		
au	搔		sau1		
au	朝		zhau1		
au	椒		ziau1		
au	溞		sau1		
au	焦		ziau1		
au	猋		biau1		
au	琱	雕	diau1		
au	痟		siau1		
au	硝		siau1		
au	窙		xau1		
au	絛	绦	tau1		
au	翛		siau1		
au	聎		tiau1		
au	臯		gau1		
au	葽		yau1		
au	蛟		jau1		
au	詜		tau1		
au	貂		diau1		
au	超		chau1		
au	軪		yau1		
au	鄗		qau1		
au	鈔	钞	chau1		
au	㚠		qau1		
au	㚠		xau1		
au	㟸		gau1		
au	䘯		shau1		
au	䫽		pau1		
au	傮		zau1		
au	僄		piau1		
au	嗃		xau1		
au	幍		tau1		
au	慆		tau1		
au	揱		siau1		
au	搯	掏	tau1		
au	旓		shau1		
au	滔		tau1		
au	碉		diau1		
au	筲		shau1		
au	綃	绡	shau1		
au	綃	绡	siau1		
au	腰		yau1		
au	艄		shau1		
au	蒿		hau1		
au	蓧		tiau1		
au	蛸		shau1		
au	蛸		siau1		
au	裯		dau1		
au	詨		jau1		
au	趒		tiau1		
au	跤		qau1		
au	鄡		qau1		
au	鉊		zhau1		
au	魛		dau1		
au	鳭		zhau1		
au	㚋		diau1		
au	㡟		cau1		
au	㡟		zau1		
au	㮴		sau1		
au	䓘		gau1		
au	䞴		zhau1		
au	䫿		chau1		
au	僬		ziau1		
au	嘌		piau1		
au	嘐		jau1		
au	嘐		xau1		
au	嫖		piau1		
au	幖		biau1		
au	彯		piau1		
au	慓		piau1		
au	摎		jau1		
au	摷		zhau1		
au	摽		piau1		
au	敲		qau1		
au	槄		tau1		
au	槔		gau1		
au	歊		xau1		
au	漂		piau1		
au	瑫		tau1		
au	睾		gau1		
au	瞍		siau1		
au	綢	绸	tau1		
au	缫		sau1		
au	翢		tau1		
au	膏		gau1		
au	蔈		biau1		
au	蜪		tau1		
au	踃		siau1		
au	輎		shau1		
au	遭		zau1		
au	鉸	铰	jau1		
au	銚	铫	tiau1		
au	㩋		siau1		
au	㷮		zau1		
au	䑹		sau1		
au	䙅		yau1		
au	嘮	唠	chau1		
au	嘲		zhau1		
au	嘵	哓	xau1		
au	噍		ziau1		
au	墝		qau1		
au	嬌	娇	jau1		
au	憍		jau1		
au	憍		qau1		
au	憢		xau1		
au	撓	挠	hau1		
au	撟	挢	jau1		
au	撨		siau1		
au	槽		zau1		
au	標	标	biau1		
au	澆	浇	jau1		
au	熛		biau1		
au	熝		au1		
au	獢		xau1		
au	箾		siau1		
au	篍		ciau1		
au	膠	胶	jau1		
au	膠	胶	qau1		
au	艘		sau1		
au	艘		siau1		
au	蕉		ziau1		
au	蕎	荞	jau1		
au	褒		bau1		
au	銷	销	siau1		
au	霄		siau1		
au	頝		qau1		
au	骹		qau1		
au	㠒		biau1		
au	㲬		ziau1		
au	䈰		shau1		
au	䈱		tau1		
au	䔌		gau1		
au	䱂		yau1		
au	嚆		xau1		
au	墽		qau1		
au	幧		cau1		
au	幧		ciau1		
au	彇		siau1		
au	徼		jau1		
au	憿		jau1		
au	操		cau1		
au	橇		qau1		
au	橰		gau1		
au	潚		siau1		
au	燋		ziau1		
au	燒	烧	shau1		
au	瘭		biau1		
au	瞗		diau1		
au	瞟		piau1		
au	篙		gau1		
au	糕		gau1		
au	縚	绦	tau1		
au	罺		zhau1		
au	膮		xau1		
au	膲		ziau1		
au	蕭	萧	siau1		
au	薅		hau1		
au	薧		hau1		
au	襃		bau1		
au	邀		jau1		
au	邀		yau1		
au	雕		diau1		
au	鞘		shau1		
au	颵		shau1		
au	魈		siau1		
au	㯱		pau1		
au	䚌		gau1		
au	䣗		gau1		
au	儦		biau1		
au	旚		piau1		
au	橚		siau1		
au	磽	硗	qau1		
au	穘		xau1		
au	穚		jau1		
au	糟		zau1		
au	翲		piau1		
au	臊		sau1		
au	藃		xau1		
au	螵		piau1		
au	蟂		jau1		
au	謟		tau1		
au	鍫		ciau1		
au	鍬	锹	ciau1		
au	髾		shau1		
au	鮫	鲛	jau1		
au	鵁		jau1		
au	鵃		zhau1		
au	㹗		tau1		
au	䆁		gau1		
au	䜈		chau1		
au	䫜		yau1		
au	䯾		diau1		
au	䴛		siau1		
au	瀌		biau1		
au	皽		zhau1		
au	礉		qau1		
au	簥		jau1		
au	繑		qau1		
au	藨		pau1		
au	藨		biau1		
au	蟭		ziau1		
au	蟯	蛲	yau1		
au	轇		jau1		
au	醩		zau1		
au	颾		sau1		
au	餻		gau1		
au	鮹		shau1		
au	鮹		siau1		
au	㶀		jau1		
au	䫞		qau1		
au	䫞		xau1		
au	䬘		xau1		
au	櫜		gau1		
au	瀟	潇	siau1		
au	爂		piau1		
au	犥		piau1		
au	簫	箫	siau1		
au	繰	缲	sau1		
au	臕	膘	biau1		
au	蟰		siau1		
au	贆		biau1		
au	趫		qau1		
au	趬		qau1		
au	蹺	跷	qau1		
au	蹻		qau1		
au	醮		ziau1		
au	鏖		au1		
au	鏢	镖	piau1		
au	韜	韬	tau1		
au	騷	骚	sau1		
au	髇		xau1		
au	鯛	鲷	diau1		
au	鵰	雕	diau1		
au	䳩		yau1		
au	鐎		ziau1		
au	飄	飘	piau1		
au	鰠		sau1		
au	齙	龅	bau1		
au	䥝		au1		
au	䰫		chau1		
au	嚻		xau1		
au	囂	嚣	xau1		
au	鐰		ciau1		
au	鞽		qau1		
au	顤		xau1		
au	飊		biau1		
au	鼛		gau1		
au	䉰		jau1		
au	䌭		ziau1		
au	蠨		siau1		
au	饕		tau1		
au	驍	骁	jau1		
au	驕	骄	jau1		
au	毊		xau1		
au	鑣	镳	biau1		
au	鷦	鹪	ziau1		
au	鷮		jau1		
au	鷱		gau1		
au	㺧		xau1		
au	虈		xau1		
au	鱢		sau1		
au	驫		biau1		
au	𠅬		bau1		
au	𠋺		sau1		
au	𠌪		tau1		
au	𠐋		pau1		
au	𠚜		tau1		
au	𠚥		diau1		
au	𠣑		yau1		
au	𠦂		tau1		
au	𠦎		tau1		
au	𠬢		tau1		
au	𠰉		chau1		
au	𠿈		zhau1		
au	𡡏		shau1		
au	𡧮		yau1		
au	𡩇		qau1		
au	𡼗		gau1		
au	𢁾		chau1		
au	𢆷		yau1		
au	𢻥		cau1		
au	𢿏		pau1		
au	𢿣		qau1		
au	𣂁		ciau1		
au	𣂁		tiau1		
au	𣄠		biau1		
au	𣐾		hau1		
au	𣓌		gau1		
au	𣖄		ciau1		
au	𣟼		ciau1		
au	𣩒		zau1		
au	𤏶		au1		
au	𤓪		ziau1		
au	𤘸		tau1		
au	𤞚		siau1		
au	𤬖		shau1		
au	𥃩		yau1		
au	𥄉		jau1		
au	𥹜		jau1		
au	𦐺		siau1		
au	𦔩		biau1		
au	𦔷		yau1		
au	𦗔		zhau1		
au	𦟞		xau1		
au	𦠎		biau1		
au	𦠎		piau1		
au	𦨣		diau1		
au	𦩻		zhau1		
au	𦫶		pau1		
au	𦵩		zau1		
au	𦶌		diau1		
au	𦾱		chau1		
au	𧍔		yau1		
au	𧘨		diau1		
au	𧜣		diau1		
au	𧢌		gau1		
au	𧯌		hau1		
au	𧽤		biau1		
au	𧽤		piau1		
au	𨄏		piau1		
au	𨓳		yau1		
au	𨚔		bau1		
au	𨚔		pau1		
au	𨝲		gau1		
au	𩎔		jau1		
au	𩑗		yau1		
au	𩕯		dau1		
au	𩙒		piau1		
au	𩙚		siau1		
au	𩥓		tau1		
au	𩱴		xau1		
au	𩽁		biau1		
au	𩾗		diau1		
au	𩾗		ziau1		
au	𩾾		xau1		
au	𪅃		piau1		
au	𪚰		ziau1		
au	𪚱		ziau1		
au	毛		mau2		
au	爻		xau2		
au	芀		tiau2		
au	尥		pau2		
au	㠺		miau2		
au	㤊		xau2		
au	佋		chau2		
au	芼		mau2		
au	牢		lau2		
au	佻		tiau2		
au	匋	陶	tau2		
au	呶		nau2		
au	咆		pau2		
au	岧		tiau2		
au	庖		pau2		
au	怓		nau2		
au	枆		mau2		
au	泡		pau2		
au	狍		pau2		
au	肴		xau2		
au	苕		tiau2		
au	苗		miau2		
au	茅		mau2		
au	迢		tiau2		
au	㸛		chau2		
au	䂚		xau2		
au	咷	啕	tau2		
au	垚		yau2		
au	姚		yau2		
au	姣		xau2		
au	恌		yau2		
au	柖		chau2		
au	洨		xau2		
au	洮		yau2		
au	炮		pau2		
au	炰	炮	pau2		
au	玿		chau2		
au	窂		lau2		
au	荍		qau2		
au	訄		nau2		
au	逃		tau2		
au	㟉		lau2		
au	䋂		xau2		
au	䖢		miau2		
au	倄		xau2		
au	哰		lau2		
au	峱		nau2		
au	捊		pau2		
au	敖		au2		
au	旄		mau2		
au	晁		chau2		
au	桃		tau2		
au	條	条	tiau2		
au	烑		yau2		
au	珧		yau2		
au	瓟		pau2		
au	窌		lau2		
au	笅		xau2		
au	罞		mau2		
au	胶		xau2		
au	袍		pau2		
au	陶		tau2		
au	陶		yau2		
au	料		liau2		
au	䄻		chau2		
au	匏		pau2		
au	啕		tau2		
au	媌		mau2		
au	崤		hau2		
au	崤		xau2		
au	巢		chau2		
au	掊		pau2		
au	掏		tau2		
au	描		mau2		
au	描		miau2		
au	曹		cau2		
au	毫		hau2		
au	淆		xau2		
au	淘		tau2		
au	淲		piau2		
au	猇		xau2		
au	猫		miau2		
au	硇		nau2		
au	笤		tiau2		
au	翏		liau2		
au	聊		liau2		
au	菬		ciau2		
au	萄		tau2		
au	袌		pau2		
au	酕		mau2		
au	㫍		yau2		
au	㮁		xau2		
au	䛌		tau2		
au	傜		yau2		
au	喬	乔	qau2		
au	堥		mau2		
au	堯	尧	yau2		
au	朝		chau2		
au	殽	肴	xau2		
au	猱		nau2		
au	筊		xau2		
au	跑		pau2		
au	軳		pau2		
au	軺	轺	chau2		
au	軺	轺	yau2		
au	勞	劳	lau2		
au	剽		piau2		
au	勦	剿	chau2		
au	嗂		yau2		
au	嗥		hau2		
au	嗷		au2		
au	嗸		au2		
au	媱		yau2		
au	嫯		au2		
au	嶅		au2		
au	廒		au2		
au	徭		yau2		
au	愮		yau2		
au	搖	摇	yau2		
au	摇		yau2		
au	楙	茂	mau2		
au	榆		yau2		
au	滶		au2		
au	猺		yau2		
au	獆		hau2		
au	蔜		au2		
au	號	号	hau2		
au	裪		tau2		
au	趒		tiau2		
au	跳		tiau2		
au	農	农	nau2		
au	遙	遥	yau2		
au	遥		yau2		
au	遨		au2		
au	鄛		chau2		
au	鉋	刨	pau2		
au	㗦		lau2		
au	䛝		nau2		
au	䜮		lau2		
au	䜮		liau2		
au	僑	侨	qau2		
au	僥	侥	yau2		
au	僬		ciau2		
au	劁		ciau2		
au	嘈		cau2		
au	噑		hau2		
au	嫪		lau2		
au	寥		liau2		
au	廖		liau2		
au	憀		liau2		
au	摮		au2		
au	摷		liau2		
au	榣		yau2		
au	樤		tiau2		
au	漕		cau2		
au	漻		liau2		
au	熬		au2		
au	獒		au2		
au	瑤	瑶	yau2		
au	瑶		yau2		
au	綯		tau2		
au	緢		miau2		
au	翢		tau2		
au	膋		liau2		
au	蓸		cau2		
au	蜩		tiau2		
au	蜪		tau2		
au	蜱		miau2		
au	褕		yau2		
au	豪		hau2		
au	銚	铫	yau2		
au	鞀		tau2		
au	鞄		pau2		
au	韶		chau2		
au	颮	飑	pau2		
au	餆		yau2		
au	髦		mau2		
au	僚		liau2		
au	㙩		liau2		
au	㝯		qau2		
au	㠐		qau2		
au	䋷		miau2		
au	䛬		tau2		
au	嘹		liau2		
au	嘺		qau2		
au	嫽		liau2		
au	嬌	娇	qau2		
au	嶕		ciau2		
au	嶚		liau2		
au	嶢		yau2		
au	憔		ciau2		
au	憭		liau2		
au	撈	捞	lau2		
au	撓	挠	nau2		
au	撨		ciau2		
au	撩		liau2		
au	敹		liau2		
au	槽		cau2		
au	樔		chau2		
au	氂		mau2		
au	潮		chau2		
au	澇	涝	lau2		
au	熮		liau2		
au	犛	牦	mau2		
au	獋		hau2		
au	獠		liau2		
au	磝		yau2		
au	窯	窑	yau2		
au	窰		yau2		
au	蕎	荞	qau2		
au	蕘	荛	rhau2		
au	蝥		mau2		
au	調	调	tiau2		
au	貓	猫	mau2		
au	貓	猫	miau2		
au	鋚		tiau2		
au	鞉		tau2		
au	髫		tiau2		
au	麃		pau2		
au	寮		liau2		
au	遼	辽	liau2		
au	㯡		pau2		
au	㲈		chau2		
au	㺜		nau2		
au	䄚		cau2		
au	䔄		yau2		
au	䩦		tiau2		
au	嶩		nau2		
au	憥		lau2		
au	憹		nau2		
au	樵		ciau2		
au	橈	桡	rhau2		
au	橋	桥	qau2		
au	橑		liau2		
au	璙		liau2		
au	瓢		piau2		
au	翱		au2		
au	聱		au2		
au	聱		yau2		
au	膫		liau2		
au	螯		au2		
au	褿		cau2		
au	錭		tau2		
au	餚	肴	xau2		
au	駣		tau2		
au	鴞		yau2		
au	麅		pau2		
au	燎		liau2		
au	䀉		qau2		
au	䏆		cau2		
au	䏆		ciau2		
au	䐬		cau2		
au	䝁		lau2		
au	䠛		yau2		
au	嚎		hau2		
au	壕		hau2		
au	嬥		tiau2		
au	濠		hau2		
au	濤	涛	tau2		
au	瞧		ciau2		
au	瞭	了	liau2		
au	竂		liau2		
au	篻		miau2		
au	繆	缪	miau2		
au	繇		yau2		
au	艚		cau2		
au	薸		piau2		
au	螬		cau2		
au	螵		piau2		
au	襓		rhau2		
au	謠	谣	yau2		
au	謡		yau2		
au	謷		au2		
au	謷		yau2		
au	鮡		tiau2		
au	䎗		qau2		
au	䯾		tiau2		
au	檮		tau2		
au	瀌		piau2		
au	燾	焘	tau2		
au	簝		lau2		
au	簝		liau2		
au	簩		lau2		
au	繚	缭	liau2		
au	翹	翘	qau2		
au	翺		au2		
au	臑		nau2		
au	蟜		qau2		
au	蟟		liau2		
au	蟧		lau2		
au	蟧		liau2		
au	蟯	蛲	rhau2		
au	豂		liau2		
au	賿		lau2		
au	轈		chau2		
au	醪		lau2		
au	鏊		au2		
au	騊		tau2		
au	鼂		chau2		
au	䦋		au2		
au	䫧		hau2		
au	藮		ciau2		
au	譊		nau2		
au	譙	谯	ciau2		
au	趫		qau2		
au	蹻		qau2		
au	轎	轿	qau2		
au	颻		yau2		
au	鶜		mau2		
au	鼗		tau2		
au	䫨		au2		
au	翿		tau2		
au	蘨		yau2		
au	蠔	蚝	hau2		
au	鐃	铙	nau2		
au	鐈		qau2		
au	鐎		ciau2		
au	鐐	镣	liau2		
au	顟		lau2		
au	飄	飘	piau2		
au	饒	饶	rhau2		
au	驁	骜	au2		
au	髎		liau2		
au	齠	龆	tiau2		
au	䩌		ciau2		
au	鐰		cau2		
au	顤		yau2		
au	顦		ciau2		
au	飉		liau2		
au	鰩	鳐	yau2		
au	鰲	鳌	au2		
au	鰷	鲦	tiau2		
au	鷂	鹞	yau2		
au	鷔		au2		
au	㹛		rhau2		
au	巎		nau2		
au	獿		nau2		
au	髝		lau2		
au	鷚	鹨	miau2		
au	䬞		tau2		
au	䴃		nau2		
au	毊		qau2		
au	鷮		qau2		
au	鷯	鹩	liau2		
au	鼇	鳌	au2		
au	𠐋		lau2		
au	𠢕		hau2		
au	𠤼		tiau2		
au	𠧙		chau2		
au	𠧪		tiau2		
au	𡏮		chau2		
au	𡻝		chau2		
au	𡻝		ciau2		
au	𡽐		liau2		
au	𡽧		nau2		
au	𢃳		chau2		
au	𢋇		yau2		
au	𢑄		yau2		
au	𢜸		nau2		
au	𢧴		au2		
au	𢿣		yau2		
au	𣍘		cau2		
au	𣘢		au2		
au	𣘪		lau2		
au	𣘫		hau2		
au	𣝞		chau2		
au	𣞈		piau2		
au	𣣳		yau2		
au	𣬸		tiau2		
au	𣳦		nau2		
au	𣹪		mau2		
au	𤖻		qau2		
au	𤣜		nau2		
au	𤩂		lau2		
au	𤫕		nau2		
au	𤬖		yau2		
au	𥗰		nau2		
au	𥲊		liau2		
au	𦒓		qau2		
au	𦗖		lau2		
au	𦗖		liau2		
au	𦪈		au2		
au	𦯐		chau2		
au	𦺔		xau2		
au	𦾺		yau2		
au	𦿌		liau2		
au	𧂏		liau2		
au	𧄍		qau2		
au	𧌁		tiau2		
au	𧰉		lau2		
au	𨙂		yau2		
au	𨚙		hau2		
au	𨚙		yau2		
au	𨝱		ciau2		
au	𨠦		xau2		
au	𨦭		lau2		
au	𨼍		hau2		
au	𩕍		hau2		
au	𩖛		piau2		
au	𩪕		au2		
au	𩫥		cau2		
au	𩯊		liau2		
au	𪃦		miau2		
au	𪓙		chau2		
au	丂		kau3		
au	了		liau3		
au	小		siau3		
au	㕚		zhau3		
au	冃		mau3		
au	冃		mau4		
au	勽		bau4		
au	夭		au3		
au	夭		yau3		
au	少		shau3		
au	少		shau4		
au	弔	吊	diau4		
au	毛		mau4		
au	爪		zhau3		
au	卯		mau3		
au	叫		jau4		
au	召		shau4		
au	召		zhau4		
au	号		hau4		
au	夰		gau3		
au	夰		hau4		
au	巧		qau3		
au	巧		qau4		
au	㣿		diau3		
au	㫐		yau3		
au	仯		chau3		
au	仯		chau4		
au	仸		yau3		
au	伄		diau3		
au	伄		diau4		
au	兆		zhau4		
au	吊		diau4		
au	好		hau3		
au	好		hau4		
au	尥		liau4		
au	扚		diau3		
au	攷	考	kau3		
au	早		zau3		
au	考		kau3		
au	艸	艹	cau3		
au	芍		xau4		
au	老		lau3		
au	㑃		yau4		
au	㤇		au3		
au	㤊		xau4		
au	㭂		ziau3		
au	㽱		jau3		
au	佋		shau4		
au	劭		shau4		
au	卲		shau4		
au	吵		chau3		
au	吵		miau3		
au	告		gau4		
au	妙		miau4		
au	孝		xau4		
au	戼		mau3		
au	找		zhau3		
au	抄		chau3		
au	抄		chau4		
au	抓		zhau3		
au	抓		zhau4		
au	抛		pau4		
au	灶		zau4		
au	皁	皂	zau4		
au	皂		zau4		
au	皃		mau4		
au	肖		siau4		
au	芺		au3		
au	芺		yau3		
au	芼		mau4		
au	邵		shau4		
au	尿		niau4		
au	㚖		gau3		
au	䄪		diau3		
au	䑠		liau3		
au	佻		diau3		
au	佼		jau3		
au	佼		xau4		
au	到		dau4		
au	効		xau4		
au	奅		pau4		
au	弨		chau3		
au	抭		yau3		
au	抱		bau4		
au	拗		yau3		
au	昊		hau4		
au	杪		miau3		
au	杲		gau3		
au	杳		yau3		
au	殀	夭	yau3		
au	沼		zhau3		
au	泖		mau3		
au	炒		chau3		
au	炓		liau4		
au	狕		yau3		
au	肏	操	cau4		
au	苭		yau3		
au	茆		mau3		
au	表		biau3		
au	㞁		yau4		
au	䒕		siau3		
au	俏		ciau4		
au	保		bau3		
au	冒		mau4		
au	咬		yau3		
au	咷	啕	tiau4		
au	垗		zhau4		
au	姣		jau3		
au	屌		diau3		
au	恅		lau3		
au	恔		jau3		
au	拷		kau3		
au	挑		diau4		
au	挑		tiau3		
au	昦		hau4		
au	昴		mau3		
au	洘		kau3		
au	炤	照	zhau4		
au	炮		pau4		
au	狡		jau3		
au	狣		zhau4		
au	玅	妙	miau4		
au	眇		miau3		
au	眊		mau4		
au	秏	耗	hau4		
au	秒		miau3		
au	約	约	yau4		
au	草		cau3		
au	蚤		zau3		
au	要		yau4		
au	訆		jau4		
au	郜		gau4		
au	陗		ciau4		
au	㛐		sau3		
au	㼥		kau3		
au	㿟		jau3		
au	䋃		mau4		
au	䒚		shau3		
au	俲		xau4		
au	俵		biau4		
au	倒		dau3		
au	倒		dau4		
au	哨		ciau4		
au	哮		xau4		
au	套		tau4		
au	娋		shau4		
au	娎		xau4		
au	宲		bau3		
au	峭		ciau4		
au	島	岛	dau3		
au	帩		ciau4		
au	悄		ciau3		
au	效		xau4		
au	旄		mau4		
au	晈		jau3		
au	朓		chau4		
au	朓		tiau3		
au	校		jau4		
au	校		xau4		
au	栲		kau3		
au	栳		lau3		
au	浩		hau4		
au	涍		xau4		
au	烄		gau4		
au	烄		jau3		
au	烤		kau3		
au	珓		jau4		
au	珤		bau3		
au	疱		bau4		
au	疱		pau4		
